Id,Sales
1,4075.3755
2,7389.611
3,8909.427
4,7528.84
5,7082.7627
6,5689.6987
7,7406.659
8,7906.7705
9,5198.9097
10,5704.4087
11,6786.1367
12,7811.587
13,7156.592
14,8811.187
15,5616.919
16,4836.9263
17,5501.8315
18,9233.432
19,10340.64
20,9784.303
21,7418.8765
22,4492.191
23,5696.4814
24,4168.945
25,7641.14
26,11077.223
27,9205.574
28,5675.4707
29,5105.746
30,4499.091
31,5918.9307
32,10183.638
33,6561.916
34,5247.12
35,5213.5044
36,7905.7827
37,3572.014
38,7364.934
39,4384.759
40,6922.338
41,6872.759
42,5408.9595
43,8066.014
44,6900.728
45,4878.5454
46,6605.2637
47,7416.9097
48,11754.809
49,5914.2856
50,8154.764
51,7105.4844
52,8540.333
53,6243.85
54,9193.159
55,4799.7305
56,4908.714
57,6112.0474
58,5855.2256
59,8984.212
60,7786.6377
61,5570.07
62,7427.8545
63,6619.2207
64,10085.038
65,3936.2708
66,12485.1455
67,4849.15
68,5968.554
69,8422.576
70,4868.9688
71,6441.708
72,6200.774
73,7345.515
74,5644.794
75,5638.186
76,7450.8516
77,7632.465
78,6931.303
79,4985.056
80,7077.3135
81,11308.03
82,6399.025
83,4420.7676
84,6555.741
85,5848.667
86,5791.278
87,7365.0884
88,3940.2117
89,7931.7725
90,5932.507
91,6984.1553
92,6790.067
93,4060.5288
94,6002.638
95,5205.0127
96,8036.679
97,8017.5156
98,5086.249
99,4858.6694
100,7108.1216
101,5888.522
102,6435.972
103,7164.0566
104,6529.039
105,7501.752
106,5691.034
107,4260.547
108,6859.4253
109,7937.7437
110,7937.683
111,8347.575
112,7683.4697
113,5551.198
114,8621.291
115,5749.815
116,7087.3447
117,8801.998
118,6240.248
119,10231.371
120,7411.846
121,7533.9116
122,5938.1685
123,7092.1187
124,7958.462
125,6477.4746
126,3803.8865
127,5318.456
128,7652.4375
129,5313.7456
130,4430.7812
131,8383.257
132,6720.089
133,5585.3657
134,6230.2686
135,5346.023
136,7354.966
137,7133.1284
138,6906.0483
139,5623.266
140,5164.0903
141,6287.9214
142,3887.0874
143,6115.383
144,5331.0117
145,8294.623
146,7292.1616
147,6147.2617
148,12090.593
149,5119.9673
150,5219.097
151,10600.474
152,6676.166
153,8438.996
154,7281.847
155,6002.844
156,6183.587
157,5409.3774
158,8400.193
159,11290.346
160,6045.111
161,3221.4526
162,4593.9297
163,8904.694
164,8765.654
165,6116.649
166,7032.726
167,4870.1113
168,5373.4614
169,3322.286
170,4979.225
171,6198.9175
172,7146.0195
173,7054.009
174,7708.331
175,7747.596
176,9243.354
177,7534.3354
178,4980.612
179,9292.085
180,10365.068
181,5975.452
182,7478.0625
183,5454.1416
184,6485.078
185,4134.293
186,6984.0483
187,5396.4883
188,9031.81
189,7144.0156
190,8220.863
191,7683.242
192,5643.12
193,8552.666
194,18483.168
195,10089.704
196,5524.0273
197,2968.2456
198,5948.8945
199,8190.6367
200,5684.784
201,12427.408
202,18721.629
203,4100.2886
204,5381.504
205,9087.023
206,4834.832
207,8414.033
208,6745.4165
209,7472.3516
210,4970.4033
211,6318.885
212,5657.9956
213,7279.264
214,9343.826
215,6448.0093
216,5841.614
217,7223.7314
218,5165.706
219,5046.068
220,7505.6523
221,5726.75
222,5562.8647
223,7125.526
224,6193.8345
225,5850.6533
226,7168.8413
227,7111.797
228,8300.844
229,6878.694
230,7804.207
231,5859.1753
232,3813.3726
233,6186.212
234,6772.7837
235,6042.1245
236,4542.3984
237,8578.794
238,7172.1177
239,9509.516
240,6952.8296
241,5780.588
242,5243.2227
243,4521.2686
244,9564.557
245,4981.6143
246,7622.767
247,15191.226
248,7300.3525
249,7945.4927
250,5639.402
251,4529.2627
252,6989.5396
253,4152.2124
254,5613.2876
255,10616.409
256,5214.0117
257,15517.111
258,13626.083
259,4731.4136
260,6903.7305
261,5767.799
262,6819.787
263,5643.459
264,10321.514
265,7988.3955
266,9950.529
267,4865.431
268,7348.4863
269,5132.377
270,8239.342
271,6827.9556
272,6114.4497
273,6434.3823
274,6266.361
275,8101.9834
276,9520.679
277,5709.618
278,10058.899
279,6363.9526
280,9680.34
281,5779.419
282,5257.4653
283,5534.09
284,10136.736
285,6116.2812
286,7864.3965
287,6423.504
288,8764.785
289,4458.092
290,8474.001
291,6881.05
292,4042.0486
293,13440.171
294,17778.34
295,7050.121
296,6812.0576
297,9242.798
298,10688.351
299,11195.149
300,5549.986
301,7623.3193
302,5708.5674
303,8120.582
304,3948.045
305,6009.4155
306,5596.4634
307,5636.2344
308,7413.819
309,5306.315
310,4900.7095
311,6995.4424
312,4062.8418
313,4658.0176
314,6143.065
315,6409.4824
316,8962.447
317,7930.5093
318,7259.2266
319,6275.375
320,6226.419
321,11550.641
322,7476.793
323,5351.0176
324,4854.3335
325,7807.587
326,4626.5776
327,6908.4863
328,3442.8303
329,5407.3755
330,8025.335
331,6225.843
332,5306.791
333,8746.263
334,9458.761
335,12009.18
336,6097.089
337,9032.301
338,2992.9011
339,4961.053
340,6418.9165
341,4362.5557
342,8216.771
343,5061.8896
344,5068.383
345,8668.967
346,10563.998
347,9172.394
348,5523.39
349,5046.597
350,8130.409
351,6901.4194
352,6169.7476
353,5200.169
354,6843.7085
355,9804.321
356,4291.043
357,6348.802
358,7845.614
359,8149.1816
360,12888.318
361,5013.257
362,13220.42
363,6556.9546
364,5005.612
365,3743.8472
366,5943.96
367,6217.944
368,5652.4395
369,7145.6104
370,5064.6475
371,4754.8135
372,7185.2363
373,3470.9165
374,7547.944
375,6844.446
376,7625.894
377,8651.968
378,5605.1763
379,8731.576
380,6144.0435
381,5389.734
382,5747.1504
383,4974.3687
384,10325.226
385,6369.1323
386,4736.8867
387,7168.4927
388,8639.112
389,7216.2183
390,6208.58
391,8188.5903
392,5418.9775
393,6012.127
394,5991.604
395,8247.691
396,6294.7563
397,6244.732
398,5926.885
399,4982.893
400,3819.4197
401,5705.8457
402,8609.763
403,8400.834
404,9983.316
405,11162.673
406,8169.9453
407,5867.055
408,5099.871
409,10406.3545
410,10374.306
411,7721.186
412,8429.914
413,7762.8853
414,5735.666
415,3873.614
416,10446.052
417,6648.282
418,6110.45
419,6066.3267
420,3136.8357
421,11710.328
422,5965.2246
423,5438.743
424,4869.4517
425,5643.0337
426,6432.621
427,8388.319
428,6604.8857
429,5267.4146
430,5237.469
431,4187.3857
432,3329.466
433,6875.572
434,16473.264
435,4593.4917
436,5758.2725
437,6604.205
438,5671.2876
439,5222.3735
440,5039.8237
441,3770.6887
442,7255.3433
443,6979.2803
444,4116.172
445,8565.884
446,5744.7056
447,4878.606
448,8771.677
449,7724.95
450,9314.881
451,5382.7207
452,7114.918
453,4869.5728
454,5065.551
455,14950.073
456,10160.7705
457,6481.096
458,5761.783
459,4863.2134
460,5980.544
461,5148.239
462,10770.318
463,4973.6333
464,5579.54
465,7152.5728
466,4676.9126
467,6295.483
468,7546.4756
469,7017.6226
470,7189.7886
471,4052.538
472,5357.887
473,6713.221
474,8889.505
475,8287.68
476,6758.9604
477,4529.8115
478,7433.8364
479,5857.9795
480,5144.042
481,7161.6655
482,7074.7285
483,6634.7637
484,6224.4414
485,6110.689
486,6339.9663
487,5596.303
488,7020.5283
489,6263.654
490,6172.862
491,8802.594
492,5897.583
493,4495.603
494,11039.485
495,5942.622
496,3239.5056
497,7717.3135
498,9212.698
499,10143.265
500,4910.447
501,5972.033
502,5881.82
503,7881.344
504,5620.5635
505,8669.372
506,3330.6223
507,5563.931
508,6001.974
509,5510.723
510,5154.892
511,6957.805
512,8006.5576
513,5801.578
514,8281.413
515,7071.1597
516,8666.512
517,4909.8286
518,6382.609
519,6850.004
520,7707.089
521,7725.54
522,5232.875
523,8772.095
524,6906.187
525,7366.9995
526,4428.3813
527,4171.582
528,8041.763
529,6322.719
530,8464.106
531,6832.6787
532,6354.769
533,7989.462
534,6695.201
535,6927.503
536,8120.156
537,6363.176
538,8772.513
539,10749.886
540,7213.631
541,5114.8906
542,5651.4746
543,4234.297
544,3192.5752
545,8207.3955
546,5557.7944
547,8187.825
548,4628.352
549,6223.6816
550,5653.75
551,9151.098
552,5127.528
553,5049.9824
554,5499.2866
555,7522.172
556,5163.066
557,7077.3135
558,7602.676
559,7998.2915
560,7760.2056
561,6808.452
562,5873.1245
563,4725.798
564,4961.7725
565,10507.304
566,9072.872
567,6673.6387
568,14695.611
569,5923.8726
570,5161.047
571,6058.364
572,8421.082
573,10153.641
574,6792.4893
575,7565.942
576,7590.9014
577,8414.186
578,6830.0986
579,5782.2754
580,4660.631
581,5063.3286
582,3933.797
583,5283.0635
584,8415.101
585,15556.424
586,6678.287
587,5138.53
588,7057.0103
589,4468.949
590,6141.395
591,4473.9736
592,9061.275
593,6131.807
594,5906.2246
595,13314.31
596,11393.859
597,5713.8896
598,6794.7896
599,3838.072
600,5981.3657
601,5296.8735
602,8434.063
603,4766.066
604,4378.6523
605,5925.24
606,5371.022
607,6941.6045
608,7084.729
609,3474.5737
610,7048.01
611,8117.4688
612,7628.6
613,5016.811
614,4213.607
615,8247.872
